category,title,url,embedding,subtitle
Agricultural Production,Corn production,https://ourworldindata.org/grapher/maize-production,"<iframe src=""https://ourworldindata.org/grapher/maize-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Corn (maize) production is measured in tonnes.
Agricultural Production,Cropland and pasture per person,https://ourworldindata.org/grapher/cropland-pasture-per-person,"<iframe src=""https://ourworldindata.org/grapher/cropland-pasture-per-person?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Pasture – land used for livestock grazing – and cropland are measured in hectares per person. The sum of pasture and cropland is the total land used for agriculture.
Agricultural Production,Cropland area,https://ourworldindata.org/grapher/cropland-area,"<iframe src=""https://ourworldindata.org/grapher/cropland-area?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2024)
Agricultural Production,Cropland extent over the long-term,https://ourworldindata.org/grapher/cropland-use-over-the-long-term,"<iframe src=""https://ourworldindata.org/grapher/cropland-use-over-the-long-term?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Total cropland area, measured in hectares. Cropland refers to the area defined by the UN Food and Agricultural Organization (FAO) as 'arable land and permanent crops'."
Agricultural Production,Distribution of soil lifespans,https://ourworldindata.org/grapher/soil-lifespans,"<iframe src=""https://ourworldindata.org/grapher/soil-lifespans?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Soil lifespans are measured by on how many years it would take to erode 30 centimeters of topsoil based on current erosion rates. Data is based on a global assessment of soil erosion from 240 studies across 38 countries.
Agricultural Production,FAO projections of arable land,https://ourworldindata.org/grapher/fao-projections-of-arable-land-to-2050,"<iframe src=""https://ourworldindata.org/grapher/fao-projections-of-arable-land-to-2050?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Global land allocated to arable production or permanent crops from 1961-2014, with the UN Food and Agricultural Organization's (FAO) projections to 2050. Land area is measured in hectares."
Agricultural Production,Fertilizer use per hectare of cropland,https://ourworldindata.org/grapher/fertilizer-use-per-hectare-of-cropland,"<iframe src=""https://ourworldindata.org/grapher/fertilizer-use-per-hectare-of-cropland?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Application of all fertilizer products (including nitrogenous, potash, and phosphate fertilizers), measured in kilograms of total nutrient per hectare of cropland."
Agricultural Production,Global agricultural land use by major crop type,https://ourworldindata.org/grapher/global-agricultural-land-use-by-major-crop-type,"<iframe src=""https://ourworldindata.org/grapher/global-agricultural-land-use-by-major-crop-type?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Global land area used for agricultural production, by major crop category, measured in hectares."
Agricultural Production,Global allocation of crops to end uses by farm size,https://ourworldindata.org/grapher/crop-allocation-farm-size,"<iframe src=""https://ourworldindata.org/grapher/crop-allocation-farm-size?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Allocation of crops – measured as the aggregate across all major food groups in kilocalories – broken down by farm size. Farms are grouped based on their total agricultural area, in hectares."
Agricultural Production,Global crop production by farm size,https://ourworldindata.org/grapher/global-crop-production-by-farm-size,"<iframe src=""https://ourworldindata.org/grapher/global-crop-production-by-farm-size?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Global crop production is measured in kilocalories per year. Farm size is measured in hectares.
Agricultural Production,Global food exports: how much comes from Ukraine & Russia?,https://ourworldindata.org/grapher/food-exports-ukraine-russia,"<iframe src=""https://ourworldindata.org/grapher/food-exports-ukraine-russia?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",This is shown for the largest crops grown by Ukraine and Russia.
Agricultural Production,Global food production: how much comes from Ukraine & Russia?,https://ourworldindata.org/grapher/food-production-ukraine-russia,"<iframe src=""https://ourworldindata.org/grapher/food-production-ukraine-russia?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",This is shown for the largest crops grown by Ukraine and Russia.
Agricultural Production,Grape production,https://ourworldindata.org/grapher/grapes-production,"<iframe src=""https://ourworldindata.org/grapher/grapes-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Grapes production is measured in tonnes.
Agricultural Production,Grazing land use over the long-term,https://ourworldindata.org/grapher/grazing-land-use-over-the-long-term,"<iframe src=""https://ourworldindata.org/grapher/grazing-land-use-over-the-long-term?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Total land used for grazing, measured in hectares."
Agricultural Production,Labor productivity in agriculture (GDP/worker),https://ourworldindata.org/grapher/labor-productivity-agriculture-sweden,"<iframe src=""https://ourworldindata.org/grapher/labor-productivity-agriculture-sweden?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Labor productivity corresponds to the ratio between value added in agriculture (SEK, constant prices, 1910/12 price level), and number of people employed in agriculture."
Agricultural Production,Land use for vegetable oil crops,https://ourworldindata.org/grapher/land-use-for-vegetable-oil-crops,"<iframe src=""https://ourworldindata.org/grapher/land-use-for-vegetable-oil-crops?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2023)
Agricultural Production,Land used for agriculture,https://ourworldindata.org/grapher/land-use-agriculture-longterm,"<iframe src=""https://ourworldindata.org/grapher/land-use-agriculture-longterm?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Agricultural land use is the sum of croplands and pasture – land used for grazing livestock. It is measured in hectares.
Agricultural Production,Long-run cereal yields in the United Kingdom,https://ourworldindata.org/grapher/cereal-yields-uk,"<iframe src=""https://ourworldindata.org/grapher/cereal-yields-uk?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Yields are measured in tonnes per hectare.
Agricultural Production,Maize exports from Ukraine and Russia in perspective,https://ourworldindata.org/grapher/maize-exports-ukraine-russia-perspective,"<iframe src=""https://ourworldindata.org/grapher/maize-exports-ukraine-russia-perspective?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2023)
Agricultural Production,Methane emissions from agriculture,https://ourworldindata.org/grapher/methane-emissions-agriculture,"<iframe src=""https://ourworldindata.org/grapher/methane-emissions-agriculture?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Methane (CH₄) emissions are measured in tonnes of carbon dioxide-equivalents.
Agricultural Production,Nitrogen output vs. nitrogen input to agriculture,https://ourworldindata.org/grapher/nitrogen-output-vs-nitrogen-input-to-agriculture,"<iframe src=""https://ourworldindata.org/grapher/nitrogen-output-vs-nitrogen-input-to-agriculture?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Data source: Lassaletta, Billen, Grizzetti, Anglade & Garnier (2014). 50 year trends in nitrogen use efficiency of world cropping systems: the relationship between yield and nitrogen input to cropland. Environmental Research Letters."
Agricultural Production,Nitrogen use efficiency,https://ourworldindata.org/grapher/nitrogen-use-efficiency,"<iframe src=""https://ourworldindata.org/grapher/nitrogen-use-efficiency?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Nitrogen use efficiency (NUE) is the ratio between nitrogen inputs and output. A NUE of 40% means that only 40% of nitrogen inputs are converted into nitrogen in the form of crops.
Agricultural Production,Nitrous oxide emissions from agriculture,https://ourworldindata.org/grapher/nitrous-oxide-agriculture,"<iframe src=""https://ourworldindata.org/grapher/nitrous-oxide-agriculture?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Nitrous oxide (N₂O) emissions are measured in tonnes of carbon dioxide-equivalents.
Agricultural Production,Oil palm production,https://ourworldindata.org/grapher/palm-oil-production,"<iframe src=""https://ourworldindata.org/grapher/palm-oil-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Oil palm production is measured in tonnes.
Agricultural Production,Orange production,https://ourworldindata.org/grapher/orange-production,"<iframe src=""https://ourworldindata.org/grapher/orange-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Orange production is measured in tonnes.
Agricultural Production,Organic agricultural area,https://ourworldindata.org/grapher/organic-agricultural-area,"<iframe src=""https://ourworldindata.org/grapher/organic-agricultural-area?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Total organic area is defined as the land area certified as organic, or in the conversion process to organic (over a two-year period). It is the portion of land area (including arable lands, pastures or wild areas) managed (cultivated) or wild harvested in accordance with specific organic standards."
Agricultural Production,Palm oil imports,https://ourworldindata.org/grapher/palm-oil-imports,"<iframe src=""https://ourworldindata.org/grapher/palm-oil-imports?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2023)
Agricultural Production,Pea production,https://ourworldindata.org/grapher/pea-production,"<iframe src=""https://ourworldindata.org/grapher/pea-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Pea production is measured in tonnes.
Agricultural Production,Per capita nitrous oxide emissions from agriculture,https://ourworldindata.org/grapher/per-capita-nitrous-oxide-agriculture,"<iframe src=""https://ourworldindata.org/grapher/per-capita-nitrous-oxide-agriculture?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Nitrous oxide (N₂O) emissions are measured in tonnes of carbon dioxide-equivalents.
Agricultural Production,Phosphorous inputs per hectare of cropland,https://ourworldindata.org/grapher/phosphorous-inputs-per-hectare,"<iframe src=""https://ourworldindata.org/grapher/phosphorous-inputs-per-hectare?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Annual inputs include phosphorous from the application of synthetic fertilizers alongside organic inputs such as manure.
Agricultural Production,Potato production,https://ourworldindata.org/grapher/potato-production,"<iframe src=""https://ourworldindata.org/grapher/potato-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Potato production is measured in tonnes.
Agricultural Production,Productivity of small-scale food producers,https://ourworldindata.org/grapher/productivity-of-small-scale-food-producers,"<iframe src=""https://ourworldindata.org/grapher/productivity-of-small-scale-food-producers?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The value of agricultural output produced by small-scale food producers, per days worked in a year. Small-scale food producers are those in the bottom 40% of the amount of land used, livestock and revenues. This data is adjusted for inflation and for differences in the cost of living between countries."
Agricultural Production,Projections for global peak agricultural land,https://ourworldindata.org/grapher/projections-for-global-peak-agricultural-land,"<iframe src=""https://ourworldindata.org/grapher/projections-for-global-peak-agricultural-land?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Projected trends in global agricultural area extent by various sources, measured in hectares. Projections include those from the UN Food and Agricultural Organization (FAO), International Assessment of Agricultural Knowledge, Science and Technology for Development (IAASTD); OECD, and scenarios from the Millennium Ecosystem Assessment (MEA). Also shown is the actual agricultural area to 2014, as reported by the UN FAO."
Agricultural Production,Rapeseed production,https://ourworldindata.org/grapher/rapeseed-production,"<iframe src=""https://ourworldindata.org/grapher/rapeseed-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Rapeseed production is measured in tonnes.
Agricultural Production,Rice production,https://ourworldindata.org/grapher/rice-production,"<iframe src=""https://ourworldindata.org/grapher/rice-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Rice production is measured in tonnes.
Agricultural Production,Rice production by region,https://ourworldindata.org/grapher/rice-production-by-region,"<iframe src=""https://ourworldindata.org/grapher/rice-production-by-region?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Rice production is measured in tonnes per year.
Agricultural Production,Rye production,https://ourworldindata.org/grapher/rye-production,"<iframe src=""https://ourworldindata.org/grapher/rye-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Rye production is measured in tonnes.
Agricultural Production,Sesame seed production,https://ourworldindata.org/grapher/sesame-seed-production,"<iframe src=""https://ourworldindata.org/grapher/sesame-seed-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Sesame seed production is measured in tonnes.
Agricultural Production,Share of agricultural land which is irrigated,https://ourworldindata.org/grapher/agricultural-land-irrigation,"<iframe src=""https://ourworldindata.org/grapher/agricultural-land-irrigation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The percentage of total agricultural land area which is irrigated (i.e. purposely provided with water), including land irrigated by controlled flooding. Agricultural land is the combination of crop (arable) and grazing land."
Agricultural Production,Share of agricultural landowners who are women,https://ourworldindata.org/grapher/share-of-agricultural-land-owners-that-are-women,"<iframe src=""https://ourworldindata.org/grapher/share-of-agricultural-land-owners-that-are-women?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Share of population with secure tenure rights over land that are women. Secure tenure rights over land include agricultural land ownership and the right to sell or bequeath agricultural land.
Agricultural Production,Share of arable land which is organic,https://ourworldindata.org/grapher/share-of-arable-land-which-is-organic,"<iframe src=""https://ourworldindata.org/grapher/share-of-arable-land-which-is-organic?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Organic arable land area is the sum of the area certified as organic by official standards, and land area in the conversion process to organic (which is assumed by the UN FAO as a two-year period prior to certification). Arable land is that used for crops (which does not include grazing land)."
Agricultural Production,Share of cereals allocated to animal feed,https://ourworldindata.org/grapher/share-cereals-animal-feed,"<iframe src=""https://ourworldindata.org/grapher/share-cereals-animal-feed?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","The share of domestic cereal supply – after correcting for trade – which is allocated to animal feed, as opposed to being used for direct human consumption or industrial uses (such as biofuel production)."
Agricultural Production,"Share of cereals allocated to food, animal feed or fuel",https://ourworldindata.org/grapher/cereal-allocation-by-country,"<iframe src=""https://ourworldindata.org/grapher/cereal-allocation-by-country?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2023)
